Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity,nDCG@10_Hybrid,MRR@10_Hybrid
naver/splade-cocondenser-ensembledistil,scifact,0.70791,0.67883,0.093,0.94867,0.98667,11.97883786738697,207.45070422535213,0.72015,0.68642
