Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_max,scidocs,0.14957,0.27102,0.0764,0.35048,0.57093,3.8549439529173326,157.69240363253692
