Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_max,webis-touche2020,0.2026,0.3645,0.19796,0.4553,0.80526,3.851904951291578,141.37116417676353
