Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_max,fiqa,0.29317,0.35212,0.07963,0.5777,0.7918,4.024764103457124,128.27832332835976
