Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_max,nfcorpus,0.32592,0.5467,0.23406,0.26698,0.53161,2.550901224499535,209.12661712083678
