Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_distil,arguana,0.44932,0.36465,0.07283,0.96728,0.99644,72.30262657716149,446.4284067327646
