Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_distil,fiqa,0.34133,0.41271,0.09198,0.62219,0.81663,11.393170373925981,329.2739165134113
