Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_distil,scifact,0.70296,0.67984,0.09133,0.93033,0.98,27.468110489420543,420.1331275323172
