Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity
naver/splade_v2_distil,nfcorpus,0.34273,0.54971,0.24582,0.28171,0.55595,7.8157268383471425,412.59510046793287
