Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity,nDCG@10_Hybrid,MRR@10_Hybrid
naver/splade-cocondenser-selfdistil,webis-touche2020,0.24792,0.44453,0.22653,0.51321,0.85189,10.764835882986688,226.9103948555072,0.34548,0.5642
