Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity,nDCG@10_Hybrid,MRR@10_Hybrid
naver/splade-cocondenser-selfdistil,nfcorpus,0.3545,0.5711,0.25511,0.28894,0.61578,7.014401866618263,255.40242224057252,0.34931,0.57016
