Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity,nDCG@10_Hybrid,MRR@10_Hybrid
naver/splade-cocondenser-selfdistil,arguana,0.49264,0.40365,0.07845,0.98222,0.99573,34.64610511753213,260.44397048651143,0.51787,0.4273
