Model,Dataset,nDCG@10,MRR@10,P@10,R@100,R@1k,Avg_FLOPS,Avg_Doc_Sparsity,nDCG@10_Hybrid,MRR@10_Hybrid
models/2_splade_ft_scifact_lam0.0008,scidocs,0.15954,0.28488,0.0815,0.37942,0.60677,14.124773745956269,182.8454223019059,0.16766,0.29466
